fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,total_acidity,sugar_acidity_ratio,sulfur_ratio,alcohol_sugar_interaction,quality_class
7.9,0.32,0.51,1.0296194171811583,0.2934156042995415,2.8903717578961645,4.04305126783455,0.9969,3.04,0.7323678937132266,2.322387720290225,6,8.22,0.20526312603636132,0.30357142857142855,2.8656235882069705,1
8.9,0.22,0.48,1.0296194171811583,0.07417939817425151,3.4011973816621555,4.110873864173311,0.9968,3.39,0.4252677354043441,2.341805806147327,6,9.120000000000001,0.18419246472976633,0.48333333333333334,2.8859174075467844,1
7.6,0.39,0.31,1.1939224684724346,0.0788111804242897,3.1780538303479458,4.276666119016055,0.9982,3.52,0.5007752879124893,2.3702437414678603,5,7.989999999999999,0.26438650984825884,0.323943661971831,3.1488824530476656,1
7.9,0.43,0.21,0.9555114450274363,0.10074990310014305,2.3978952727983707,3.6375861597263857,0.9966,3.17,0.6471032420585385,2.3513752571634776,5,8.33,0.18442903913351935,0.2702702702702703,2.7850112422383386,1
8.5,0.49,0.11,1.1939224684724346,0.08065790301745447,2.302585092994046,4.219507705176107,0.9968,3.17,0.4252677354043441,2.341805806147327,5,8.99,0.23947997063390322,0.13432835820895522,3.1188344706879745,1
6.9,0.4,0.14,1.2237754316221157,0.08157998699242287,3.091042453358316,3.713572066704308,0.9968,3.43,0.48858001481867097,2.3702437414678603,6,7.300000000000001,0.29849298855599654,0.525,3.1896529661912973,1
6.3,0.39,0.16,0.8754687373538999,0.07696104113612832,2.4849066497880004,3.1780538303479458,0.9955,3.34,0.44468582126144574,2.33214389523559,5,6.6899999999999995,0.20067069546215116,0.4782608695652174,2.640484881606444,1
7.6,0.41,0.24,1.0296194171811583,0.07696104113612832,1.6094379124341003,2.4849066497880004,0.9962,3.28,0.4637340162321401,2.3513752571634776,5,8.01,0.21256144198367283,0.36363636363636365,2.89591193827178,1
7.1,0.71,0.0,1.0647107369924282,0.07696104113612832,2.70805020110221,3.58351893845611,0.9972,3.47,0.4382549309311553,2.341805806147327,5,7.81,0.23712979328894962,0.4,2.937043277205311,1
7.8,0.645,0.0,1.0986122886681098,0.0788111804242897,2.1972245773362196,2.833213344056216,0.9964,3.38,0.4637340162321401,2.379546134130174,6,8.445,0.22825865198098022,0.5,3.0252910757955354,1
6.7,0.675,0.07,1.2237754316221157,0.08525984395082342,2.8903717578961645,4.418840607796598,0.9958,3.35,0.43178241642553783,2.4069451083182885,5,7.375,0.30616688712588397,0.2073170731707317,3.228430037673012,1
6.9,0.685,0.0,1.252762968495368,0.09984533496971613,3.1354942159291497,3.6375861597263857,0.9966,3.46,0.4510756193602167,2.451005098112319,6,7.585000000000001,0.30918827767274454,0.5945945945945946,3.3141860046725258,1
8.3,0.655,0.12,1.1939224684724346,0.07973496801885356,2.772588722239781,4.736198448394496,0.9966,3.17,0.5068176023684519,2.379546134130174,5,8.955,0.24459848631546918,0.13274336283185842,3.1587011018321305,1
6.9,0.605,0.12,2.2300144001592104,0.07045846364856141,3.713572066704308,4.430816798843313,0.9993,3.45,0.41871033485818504,2.341805806147327,6,7.505000000000001,0.39604873584807543,0.4819277108433735,3.7400477406883357,1
5.2,0.32,0.25,1.0296194171811583,0.09803374027136541,2.6390573296152584,3.9318256327243257,0.9957,3.38,0.4382549309311553,2.322387720290225,5,5.5200000000000005,0.29725152346793166,0.26,2.8656235882069705,1
7.8,0.645,0.0,1.8718021769015913,0.08250122151174369,1.791759469228055,2.9444389791664403,0.9986,3.4,0.4382549309311553,2.3608540011180215,6,8.445,0.39604873584807543,0.2777777777777778,3.7400477406883357,1
7.8,0.6,0.14,1.2237754316221157,0.08250122151174369,1.3862943611198906,2.772588722239781,0.9975,3.42,0.4700036292457355,2.468099531471619,6,8.4,0.26826398659467937,0.2,3.2928695047765273,1
8.1,0.38,0.28,1.1314021114911006,0.0639133257436528,2.6390573296152584,3.4339872044851463,0.9968,3.23,0.5481214085096876,2.3702437414678603,7,8.48,0.23052365861183235,0.43333333333333335,3.0619880693310564,2
5.7,1.0150000000000001,0.09,0.9162907318741551,0.15871169115482087,2.0794415416798357,2.995732273553991,0.994,3.5,0.3920420877760237,2.379546134130174,4,6.83,0.23361485118150516,0.3684210526315789,2.7536607123542622,0
7.3,0.45,0.36,1.9315214116032138,0.07138999608667294,2.5649493574615367,4.477336814478207,0.9978,3.33,0.6043159668533296,2.4423470353692043,5,7.75,0.39604873584807543,0.13793103448275862,3.7400477406883357,1
8.8,0.61,0.3,1.33500106673234,0.08434114843375087,2.8903717578961645,3.8501476017100584,0.9976,3.26,0.412109650826833,2.33214389523559,4,9.41,0.27625337662815813,0.3695652173913043,3.2973172511747633,0
7.5,0.49,0.2,1.2809338454620642,0.2866815721181974,2.1972245773362196,2.70805020110221,0.9968,3.21,0.6418538861723948,2.4423470353692043,6,7.99,0.297632403304949,0.5714285714285714,3.342861804649192,1
8.1,0.66,0.22,1.1631508098056809,0.06672363204290818,2.302585092994046,3.1780538303479458,0.9968,3.3,0.7884573603642702,2.424802725718295,5,8.76,0.24027983355719704,0.391304347826087,3.163785858550241,1
6.8,0.67,0.02,1.0296194171811583,0.04879016416943201,1.791759469228055,2.4849066497880004,0.9962,3.48,0.41871033485818504,2.3513752571634776,5,7.47,0.23483959107740104,0.45454545454545453,2.89591193827178,1
4.6,0.52,0.15,1.1314021114911006,0.05259245011917058,2.1972245773362196,4.189654742026425,0.9934,3.6849999999999996,0.44468582126144574,2.6461747973841225,4,5.119999999999999,0.3760512229018711,0.12307692307692308,3.3502549029245805,0
7.7,0.935,0.43,1.1631508098056809,0.10795714150509228,3.1354942159291497,4.74493212836325,0.997,3.25,0.5481214085096876,2.322387720290225,5,8.635,0.2513144282809061,0.19298245614035087,3.055886196373738,1
8.7,0.29,0.52,0.9555114450274363,0.10705907229340778,2.5649493574615367,3.6375861597263857,0.9969,3.25,0.4574248470388754,2.3513752571634776,5,8.989999999999998,0.16882086957505207,0.32432432432432434,2.7850112422383386,1
6.4,0.4,0.23,0.9555114450274363,0.0639133257436528,1.791759469228055,2.5649493574615367,0.9958,3.34,0.44468582126144574,2.322387720290225,5,6.800000000000001,0.22314355131420976,0.4166666666666667,2.7549337870010606,1
5.6,0.31,0.37,0.8754687373538999,0.07138999608667294,2.5649493574615367,4.574710978503383,0.9954,3.32,0.4574248470388754,2.322387720290225,5,5.909999999999999,0.22314355131420976,0.125,2.6304489550786583,1
8.8,0.66,0.26,0.9932517730102833,0.07138999608667294,1.6094379124341003,3.1780538303479458,0.9971,3.15,0.5538851132264376,2.322387720290225,5,9.46,0.17662353567931688,0.17391304347826086,2.8118094353930623,1
6.6,0.52,0.04,1.1631508098056809,0.06672363204290818,2.1972245773362196,2.772588722239781,0.9956,3.4,0.48858001481867097,2.341805806147327,6,7.119999999999999,0.28768207245178096,0.5333333333333333,3.0763901765714454,1
6.6,0.5,0.04,1.1314021114911006,0.0657877405380031,1.9459101490553132,2.70805020110221,0.9955,3.39,0.49469624183610705,2.341805806147327,6,7.1,0.2762533766281582,0.42857142857142855,3.0320642028013816,1
8.6,0.38,0.36,1.3862943611198906,0.07788653865707122,3.4339872044851463,4.787491742782046,0.997,3.2,0.44468582126144574,2.341805806147327,5,8.98,0.29924289485285693,0.25210084033613445,3.3741687092742363,1
7.6,0.51,0.15,1.33500106673234,0.10436001532424277,3.5263605246161616,4.30406509320417,0.9955,3.17,0.48858001481867097,2.4159137783010487,6,8.11,0.3136575588550416,0.4520547945205479,3.386422096080001,1
7.7,0.62,0.04,1.5686159179138452,0.08065790301745447,3.258096538021482,3.828641396489095,0.9978,3.34,0.4252677354043441,2.3513752571634776,5,8.32,0.39604873584807543,0.5555555555555556,3.6136169696133895,1
10.2,0.42,0.57,1.4816045409242156,0.06765864847381481,1.6094379124341003,2.3978952727983707,0.9971,3.04,0.48858001481867097,2.3608540011180215,5,10.62,0.28768207245178096,0.4,3.5157158351047473,1
7.5,0.63,0.12,1.8082887711792655,0.10526051065749295,3.7612001156935624,4.709530201312334,0.9983,3.26,0.5709795465857378,2.341805806147327,5,8.13,0.39604873584807543,0.45454545454545453,3.7400477406883357,1
7.8,0.59,0.18,1.1939224684724346,0.07325046173959267,2.8903717578961645,4.007333185232471,0.9975,3.43,0.4637340162321401,2.3978952727983707,5,8.39,0.2584116901516677,0.3148148148148148,3.1780538303479458,1
7.3,0.39,0.31,1.2237754316221157,0.07138999608667294,2.302585092994046,3.8501476017100584,0.9962,3.41,0.43178241642553783,2.341805806147327,6,7.6899999999999995,0.2842515373549917,0.1956521739130435,3.159550358783386,1
8.8,0.4,0.4,1.1631508098056809,0.0760346862759976,2.995732273553991,3.970291913552122,0.998,3.44,0.49469624183610705,2.322387720290225,5,9.200000000000001,0.22314355131420976,0.36538461538461536,3.055886196373738,1
7.7,0.69,0.49,1.0296194171811583,0.10885440491208209,3.044522437723423,4.727387818712341,0.9968,3.21,0.5364933705145685,2.33214389523559,5,8.39,0.21007146974685698,0.17857142857142858,2.8758219768814337,1
7.5,0.52,0.16,1.0647107369924282,0.08157998699242287,2.5649493574615367,3.58351893845611,0.9968,3.38,0.4824261492442927,2.3513752571634776,7,8.02,0.22580666873369343,0.34285714285714286,2.94706710157271,2
7.0,0.735,0.05,1.0986122886681098,0.07788653865707122,2.6390573296152584,4.007333185232471,0.9966,3.39,0.4510756193602167,2.379546134130174,5,7.735,0.25131442828090605,0.24074074074074073,3.0252910757955354,1
7.2,0.725,0.05,1.7316555451583497,0.08250122151174369,1.6094379124341003,2.4849066497880004,0.9962,3.41,0.3576744442718159,2.4765384001174837,5,7.925,0.39604873584807543,0.36363636363636365,3.7400477406883357,1
7.5,0.52,0.11,0.9162907318741551,0.0760346862759976,2.4849066497880004,3.6888794541139363,0.9968,3.42,0.4574248470388754,2.3608540011180215,5,8.02,0.18232155679395465,0.28205128205128205,2.734367509419583,1
6.6,0.705,0.07,0.9555114450274363,0.07325046173959267,1.9459101490553132,2.772588722239781,0.9962,3.44,0.4574248470388754,2.4595888418037104,5,7.305,0.2170645052378276,0.4,2.8970163006148333,1
9.3,0.32,0.57,1.0986122886681098,0.07138999608667294,3.332204510175204,4.189654742026425,0.9969,3.28,0.5822156198526637,2.4595888418037104,5,9.620000000000001,0.19478832555908462,0.4153846153846154,3.109060958860994,1
8.0,0.705,0.05,1.0647107369924282,0.07138999608667294,2.1972245773362196,2.995732273553991,0.9962,3.34,0.6678293725756554,2.4423470353692043,6,8.705,0.2130932154607083,0.42105263157894735,3.0421386463681466,1
7.7,0.63,0.08,1.0647107369924282,0.07325046173959267,2.772588722239781,3.332204510175204,0.9967,3.32,0.43178241642553783,2.3513752571634776,6,8.33,0.22054276961415237,0.5555555555555556,2.94706710157271,1
7.7,0.67,0.23,1.1314021114911006,0.08434114843375087,2.8903717578961645,4.574710978503383,0.9962,3.32,0.3920420877760237,2.3513752571634776,5,8.370000000000001,0.24116205681688804,0.17708333333333334,3.0421386463681466,1
7.7,0.69,0.22,1.0647107369924282,0.08065790301745447,2.9444389791664403,4.553876891600541,0.9961,3.31,0.3920420877760237,2.3513752571634776,5,8.39,0.22054276961415237,0.19148936170212766,2.94706710157271,1
8.3,0.675,0.26,1.1314021114911006,0.08065790301745447,2.4849066497880004,3.784189633918261,0.9976,3.31,0.4252677354043441,2.322387720290225,4,8.975000000000001,0.22555029134477472,0.2558139534883721,3.011605622710281,0
9.7,0.32,0.54,1.252762968495368,0.08984070399978947,3.367295829986474,4.430816798843313,0.9984,3.28,0.598836501088704,2.3608540011180215,5,10.02,0.22931006622987377,0.3373493975903614,3.2188758248682006,1
8.8,0.41,0.64,1.1631508098056809,0.08892620919440151,2.302585092994046,3.7612001156935624,0.9986,3.54,0.5068176023684519,2.4423470353692043,5,9.21,0.22314355131420976,0.21428571428571427,3.1822118404966093,1
6.8,0.785,0.0,1.2237754316221157,0.09893994785490356,2.70805020110221,3.4339872044851463,0.9966,3.52,0.4382549309311553,2.4595888418037104,6,7.585,0.3022808718729336,0.4666666666666667,3.283914221047423,1
6.7,0.75,0.12,1.0986122886681098,0.08250122151174369,2.5649493574615367,4.394449154672439,0.9958,3.38,0.41871033485818504,2.4069451083182885,5,7.45,0.26121549926361765,0.15,3.054001181677967,1
8.3,0.625,0.2,0.9162907318741551,0.07696104113612832,3.332204510175204,4.787491742782046,0.9972,3.16,0.7514160886839212,2.312535423847214,4,8.925,0.16612687087397396,0.226890756302521,2.6844403354630764,0
6.2,0.45,0.2,0.9555114450274363,0.06672363204290818,1.3862943611198906,2.772588722239781,0.9958,3.41,0.44468582126144574,2.322387720290225,5,6.65,0.22957444164450017,0.2,2.7549337870010606,1
7.8,0.43,0.7,1.0647107369924282,0.31365678962397653,3.1354942159291497,4.219507705176107,0.9974,3.13,0.8241754429663494,2.341805806147327,5,8.23,0.21800215181379107,0.3283582089552239,2.937043277205311,1
7.4,0.5,0.47,1.0986122886681098,0.08250122151174369,3.091042453358316,4.30406509320417,0.997,3.36,0.4510756193602167,2.312535423847214,5,7.9,0.2392296890658341,0.2876712328767123,2.954910279033736,1
7.3,0.67,0.26,1.0296194171811583,0.31365678962397653,2.833213344056216,3.9512437185814275,0.9969,3.16,0.76080582903376,2.341805806147327,5,7.97,0.22040006536845894,0.3137254901960784,2.8859174075467844,1
6.3,0.3,0.48,1.0296194171811583,0.06672363204290818,2.9444389791664403,4.127134385045092,0.9959,3.44,0.5766133643039938,2.424802725718295,6,6.6,0.2513144282809061,0.29508196721311475,2.972463646614637,1
6.9,0.55,0.15,1.1631508098056809,0.07325046173959267,2.995732273553991,3.713572066704308,0.9961,3.41,0.4637340162321401,2.4069451083182885,5,7.45,0.2767530019195907,0.475,3.1450139762697455,1
8.6,0.49,0.28,1.0647107369924282,0.10436001532424277,3.044522437723423,4.832305758571839,0.9972,2.93,0.8241754429663494,2.388762789235098,6,9.09,0.19961305390401565,0.14705882352941177,2.9861868607104594,1
7.7,0.49,0.26,1.0647107369924282,0.06015392281974709,2.302585092994046,3.4657359027997265,0.9966,3.39,0.49469624183610705,2.3608540011180215,5,8.19,0.22054276961415237,0.2903225806451613,2.9569914452375605,1
9.3,0.39,0.44,1.1314021114911006,0.10165365372649983,3.5553480614894135,4.832305758571839,0.9978,3.14,0.7975071958841881,2.3513752571634776,5,9.690000000000001,0.20359895524123953,0.272,3.0421386463681466,1
7.0,0.62,0.08,1.0296194171811583,0.07325046173959267,2.1972245773362196,3.2188758248682006,0.9978,3.48,0.4252677354043441,2.302585092994046,5,7.62,0.2288415724288475,0.3333333333333333,2.8449093838194073,1
7.9,0.52,0.26,1.0647107369924282,0.0760346862759976,3.7612001156935624,4.832305758571839,0.9964,3.23,0.43178241642553783,2.3513752571634776,5,8.42,0.21551962620355042,0.3,2.94706710157271,1
8.6,0.49,0.29,1.0986122886681098,0.10436001532424277,2.995732273553991,4.832305758571839,0.9972,2.93,0.8241754429663494,2.379546134130174,5,9.09,0.20909179785855941,0.14285714285714285,3.0252910757955354,1
5.0,1.0150000000000001,0.04,0.8754687373538999,0.04401688541677432,3.7376696182833684,4.454347296253507,0.9938,3.6849999999999996,0.3920420877760237,2.4423470353692043,4,6.02,0.24686007793152578,0.4823529411764706,2.7536607123542622,0
4.7,0.6,0.17,1.1939224684724346,0.056380333436107544,2.8903717578961645,4.672828834461906,0.9932,3.6849999999999996,0.4700036292457355,2.631888840136646,6,5.3,0.39604873584807543,0.16037735849056603,3.4232849781261603,1
6.8,0.775,0.0,1.3862943611198906,0.09712671073072274,2.1972245773362196,3.1780538303479458,0.9965,3.45,0.44468582126144574,2.4595888418037104,5,7.575,0.36545977349446523,0.34782608695652173,3.499533282383017,1
7.0,0.5,0.25,1.0986122886681098,0.06765864847381481,1.3862943611198906,3.1354942159291497,0.9963,3.25,0.48858001481867097,2.322387720290225,5,7.5,0.25131442828090605,0.13636363636363635,2.9652730660692823,1
7.6,0.9,0.06,1.252762968495368,0.0760346862759976,1.791759469228055,2.3978952727983707,0.9967,3.39,0.44468582126144574,2.379546134130174,5,8.5,0.2843871765549284,0.5,3.2386784521643803,1
8.1,0.545,0.18,1.0647107369924282,0.07696104113612832,2.6390573296152584,3.58351893845611,0.9972,3.3,0.4637340162321401,2.302585092994046,6,8.645,0.2107210313156526,0.37142857142857144,2.8959119382717797,1
8.3,0.61,0.3,1.1314021114911006,0.08065790301745447,2.4849066497880004,3.9318256327243257,0.9972,3.4,0.4762341789963716,2.4159137783010487,6,8.91,0.22555029134477472,0.22,3.1099534176440136,1
7.8,0.5,0.3,1.0647107369924282,0.07232066157962612,2.1972245773362196,3.1354942159291497,0.9959,3.31,0.44468582126144574,2.4336133554004498,6,8.3,0.21800215181379107,0.36363636363636365,3.033028058297688,1
8.1,0.575,0.22,1.1314021114911006,0.07417939817425151,2.5649493574615367,4.189654742026425,0.9967,3.29,0.412109650826833,2.322387720290225,5,8.674999999999999,0.23052365861183235,0.18461538461538463,3.011605622710281,1
7.2,0.49,0.24,1.1631508098056809,0.06765864847381481,1.791759469228055,3.6109179126442243,0.996,3.33,0.3920420877760237,2.341805806147327,5,7.69,0.26662866325394863,0.1388888888888889,3.0763901765714454,1
7.8,0.41,0.68,0.9932517730102833,0.31365678962397653,2.9444389791664403,4.248495242049359,0.9973,3.08,0.8241754429663494,2.33214389523559,5,8.209999999999999,0.1971680649109491,0.2608695652173913,2.821973947420524,1
6.2,0.63,0.31,0.9932517730102833,0.08434114843375087,2.772588722239781,4.174387269895637,0.9969,3.46,0.5822156198526637,2.33214389523559,5,6.83,0.2423134674219299,0.234375,2.821973947420524,1
8.0,0.33,0.53,1.252762968495368,0.08709470685093376,2.9444389791664403,4.394449154672439,0.9976,3.37,0.5877866649021191,2.3608540011180215,6,8.33,0.27193371548364176,0.225,3.2188758248682006,1
8.1,0.785,0.52,1.0986122886681098,0.11511280710050457,3.6375861597263857,4.832305758571839,0.9969,3.21,0.5247285289349821,2.33214389523559,5,8.885,0.2206713621688207,0.24183006535947713,2.975529566236472,1
7.8,0.56,0.19,1.0296194171811583,0.09893994785490356,2.5649493574615367,3.871201010907891,0.9964,3.19,0.6575200029167942,2.3513752571634776,5,8.36,0.20763936477824452,0.2553191489361702,2.89591193827178,1
8.4,0.62,0.09,1.1631508098056809,0.08065790301745447,2.4849066497880004,4.6913478822291435,0.9964,3.15,0.5068176023684519,2.379546134130174,5,9.02,0.23262229526875353,0.10185185185185185,3.1161784266298582,1
8.4,0.6,0.1,1.1631508098056809,0.08157998699242287,2.70805020110221,4.718498871295094,0.9964,3.15,0.5068176023684519,2.379546134130174,5,9.0,0.23262229526875353,0.12612612612612611,3.1161784266298582,1
10.1,0.31,0.44,1.1939224684724346,0.07696104113612832,3.1354942159291497,3.8501476017100584,0.9988,3.32,0.5128236264286637,2.3702437414678603,6,10.41,0.2051610487637774,0.4782608695652174,3.1488824530476656,1
9.4,0.4,0.31,1.1631508098056809,0.08617769624105233,2.6390573296152584,4.143134726391533,0.9966,3.07,0.48858001481867097,2.4423470353692043,6,9.8,0.21029540883636075,0.20967741935483872,3.1822118404966093,1
8.3,0.54,0.28,1.0647107369924282,0.07417939817425151,2.4849066497880004,3.713572066704308,0.9978,3.39,0.4762341789963716,2.3978952727983707,6,8.84,0.20613220548767314,0.275,2.995732273553991,1
7.8,0.56,0.12,1.0986122886681098,0.0788111804242897,2.0794415416798357,3.367295829986474,0.997,3.37,0.4054651081081644,2.341805806147327,6,8.36,0.22825865198098022,0.25,2.9856819377004897,1
8.8,0.55,0.04,1.1631508098056809,0.11243542932978817,2.70805020110221,4.04305126783455,0.9962,3.21,0.4700036292457355,2.4765384001174837,6,9.350000000000001,0.22314355131420976,0.25,3.2180755046974316,1
7.0,0.69,0.08,1.0296194171811583,0.0925791812930931,3.1354942159291497,4.499809670330265,0.9959,3.34,0.43178241642553783,2.322387720290225,6,7.6899999999999995,0.2288415724288475,0.24719101123595505,2.8656235882069705,1
7.3,1.0150000000000001,0.09,0.9932517730102833,0.16381808522939495,2.3978952727983707,4.499809670330265,0.9962,3.3,0.4510756193602167,2.302585092994046,5,8.37,0.20935022918187393,0.11235955056179775,2.7911651078127164,1
7.3,0.695,0.0,1.252762968495368,0.07232066157962612,1.3862943611198906,2.6390573296152584,0.998,3.49,0.41871033485818504,2.322387720290225,5,7.995,0.2945080375221808,0.23076923076923078,3.1780538303479458,1
8.0,0.71,0.0,1.2809338454620642,0.07696104113612832,2.4849066497880004,3.5553480614894135,0.9976,3.44,0.4252677354043441,2.3513752571634776,5,8.71,0.28141245943818555,0.3235294117647059,3.246490991901174,1
7.8,0.5,0.17,0.9555114450274363,0.0788111804242897,3.091042453358316,4.634728988229636,0.996,3.39,0.3920420877760237,2.3513752571634776,5,8.3,0.1865859555804122,0.20588235294117646,2.7850112422383386,1
9.0,0.62,0.04,1.0647107369924282,0.1362776182925478,3.332204510175204,4.51085950651685,0.9984,3.16,0.5306282510621704,2.341805806147327,5,9.62,0.19153821189887862,0.3,2.937043277205311,1
8.2,1.0150000000000001,0.0,0.9932517730102833,0.07788653865707122,1.3862943611198906,2.5649493574615367,0.9964,3.53,0.3987761199573678,2.4765384001174837,5,9.53,0.18840060287033683,0.25,2.9719517448885875,1
8.1,1.0150000000000001,0.0,1.0296194171811583,0.0788111804242897,1.3862943611198906,2.5649493574615367,0.9964,3.54,0.3920420877760237,2.4765384001174837,5,9.43,0.20067069546215116,0.25,3.026261478588814,1
8.0,0.59,0.16,1.0296194171811583,0.06297479916138844,1.3862943611198906,2.833213344056216,0.9962,3.42,0.6523251860396903,2.4423470353692043,7,8.59,0.20294084399669032,0.1875,2.990719731730447,2
6.1,0.38,0.15,1.0296194171811583,0.06952606264861023,1.9459101490553132,2.995732273553991,0.9955,3.42,0.4510756193602167,2.341805806147327,5,6.4799999999999995,0.2585739882937103,0.3157894736842105,2.8859174075467844,1
8.0,0.745,0.56,1.0986122886681098,0.11154137473290741,3.4339872044851463,4.832305758571839,0.9968,3.24,0.5068176023684519,2.341805806147327,5,8.745,0.22314355131420976,0.22388059701492538,2.9856819377004897,1
5.6,0.5,0.09,1.1939224684724346,0.04783732941416013,2.8903717578961645,4.605170185988092,0.9937,3.63,0.48858001481867097,2.6390573296152584,5,6.1,0.34409616173187224,0.1717171717171717,3.4307561839036995,1
6.6,0.5,0.01,0.9162907318741551,0.058268908123975775,2.8903717578961645,3.295836866004329,0.9952,3.4,0.4574248470388754,2.379546134130174,6,7.1,0.20479441264601322,0.6538461538461539,2.7536607123542622,1
7.9,1.0150000000000001,0.05,1.1631508098056809,0.08065790301745447,2.6390573296152584,3.4011973816621555,0.9959,3.22,0.4382549309311553,2.388762789235098,6,8.940000000000001,0.24567266437423796,0.4482758620689655,3.125882958019036,1
8.4,0.745,0.11,1.0647107369924282,0.08617769624105233,2.833213344056216,4.1588830833596715,0.9965,3.19,0.598836501088704,2.3608540011180215,5,9.145,0.20391218938632213,0.25396825396825395,2.9569914452375605,1
8.3,0.715,0.15,1.0296194171811583,0.08525984395082342,2.3978952727983707,3.970291913552122,0.9968,3.23,0.5709795465857378,2.3513752571634776,5,9.015,0.1962799090446615,0.19230769230769232,2.89591193827178,1
7.2,0.415,0.36,1.0986122886681098,0.07788653865707122,2.6390573296152584,3.828641396489095,0.9972,3.48,0.49469624183610705,2.322387720290225,5,7.615,0.24512245803298502,0.28888888888888886,2.9652730660692823,1
7.8,0.56,0.19,1.1314021114911006,0.07788653865707122,2.772588722239781,4.663439094112067,0.9962,3.33,0.43178241642553783,2.3513752571634776,5,8.36,0.23841102344499823,0.14285714285714285,3.0421386463681466,1
7.8,0.56,0.19,1.0986122886681098,0.07788653865707122,2.8903717578961645,4.6913478822291435,0.9962,3.32,0.43178241642553783,2.3513752571634776,5,8.36,0.22825865198098022,0.1574074074074074,2.995732273553991,1
